                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                 1.3856,                0.98105,                 1.3065,                0.65688,                0.33766,                0.35801,                0.22958,                 1.3968,                  1.119,                 1.3579,              0.0001889,              0.0001889,              0.0001889
                    136,                 1.4126,                 1.0141,                 1.3077,                0.56448,                0.34461,                0.35688,                0.22983,                 1.4067,                 1.1212,                 1.3629,             0.00018639,             0.00018639,             0.00018639
                    137,                  1.363,                0.96921,                 1.2949,                0.60163,                0.32977,                0.35498,                0.22957,                 1.4143,                 1.1323,                 1.3584,             0.00018387,             0.00018387,             0.00018387
                    138,                 1.4094,                0.98521,                 1.3109,                0.67713,                0.32756,                 0.3595,                0.23219,                 1.4103,                 1.1189,                 1.3647,             0.00018301,             0.00018301,             0.00018301
                    139,                 1.4015,                0.98805,                  1.296,                0.67743,                 0.3337,                0.36241,                0.23343,                 1.3961,                 1.1071,                 1.3482,             0.00018051,             0.00018051,             0.00018051
                    140,                 1.3778,                0.98023,                 1.3146,                0.59447,                0.34067,                0.35815,                 0.2309,                 1.3959,                 1.1206,                 1.3608,             0.00017801,             0.00017801,             0.00017801
                    141,                 1.3858,                0.99719,                 1.3066,                0.61619,                0.33954,                0.35984,                0.23235,                 1.3975,                 1.0991,                 1.3622,              0.0001755,              0.0001755,              0.0001755
                    142,                 1.4237,                 1.0492,                 1.3025,                 0.6272,                  0.334,                0.35977,                0.23385,                 1.3963,                 1.1185,                 1.3647,               0.000173,               0.000173,               0.000173
                    143,                 1.3978,                0.97454,                 1.2812,                0.59909,                 0.3403,                0.36061,                0.23442,                 1.3976,                 1.1048,                 1.3481,             0.00017049,             0.00017049,             0.00017049
                    144,                 1.3673,                0.98481,                  1.294,                0.59287,                0.33226,                0.36146,                0.23401,                 1.3974,                 1.1079,                 1.3571,             0.00016799,             0.00016799,             0.00016799
                    145,                 1.3618,                 0.9637,                 1.2893,                0.62177,                0.33912,                 0.3583,                0.23023,                 1.4037,                 1.1058,                 1.3576,             0.00016549,             0.00016549,             0.00016549
