                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                 1.2593,                0.82817,                 1.1957,                0.77343,                0.50778,                  0.549,                0.34735,                 1.2412,                 0.9246,                 1.2758,             0.00055825,             0.00055825,             0.00055825
                    114,                 1.2267,                0.79562,                 1.2077,                0.69899,                0.51178,                0.54471,                  0.344,                 1.2448,                0.93393,                 1.2901,              0.0005543,              0.0005543,              0.0005543
                    115,                 1.2337,                0.79555,                 1.2021,                0.73006,                0.50881,                0.54566,                0.34615,                 1.2395,                0.93187,                  1.279,             0.00055036,             0.00055036,             0.00055036
                    116,                 1.2384,                0.80249,                 1.2069,                0.71708,                 0.5083,                0.54675,                0.34765,                 1.2381,                0.93492,                 1.2719,             0.00054641,             0.00054641,             0.00054641
                    117,                 1.2182,                0.80064,                 1.2063,                0.73421,                0.51018,                 0.5554,                0.35403,                 1.2284,                 0.9109,                 1.2818,             0.00054247,             0.00054247,             0.00054247
                    118,                 1.2451,                0.80669,                 1.2072,                0.73709,                0.51189,                0.55321,                0.35304,                 1.2314,                0.92267,                 1.2789,             0.00053853,             0.00053853,             0.00053853
                    119,                 1.2317,                0.79513,                 1.1774,                0.74249,                0.50515,                0.54398,                0.34062,                 1.2661,                0.93914,                  1.266,             0.00053458,             0.00053458,             0.00053458
                    120,                 1.2161,                0.78904,                 1.1883,                0.74991,                0.50496,                0.54468,                0.34209,                 1.2551,                0.95597,                  1.283,             0.00053064,             0.00053064,             0.00053064
                    121,                 1.2244,                0.80125,                 1.1781,                0.75356,                0.50755,                0.55101,                0.34688,                 1.2514,                0.92425,                 1.2829,             0.00052669,             0.00052669,             0.00052669
                    122,                 1.2264,                0.80624,                 1.1881,                0.77534,                0.49937,                0.54757,                0.34699,                 1.2321,                0.92533,                 1.2669,             0.00052275,             0.00052275,             0.00052275
                    123,                 1.2277,                0.80203,                 1.1729,                0.75227,                0.50475,                0.55192,                0.34652,                  1.239,                 0.9516,                 1.2701,              0.0005188,              0.0005188,              0.0005188
                    124,                  1.237,                0.81297,                 1.1855,                0.72549,                0.50946,                0.54381,                 0.3413,                 1.2503,                0.93924,                  1.273,             0.00051486,             0.00051486,             0.00051486
                    125,                 1.2214,                0.79791,                 1.2069,                0.73544,                0.50652,                0.54641,                0.34554,                 1.2424,                0.91583,                  1.282,             0.00051092,             0.00051092,             0.00051092
                    126,                 1.2047,                0.78041,                 1.1892,                0.70509,                0.51801,                0.54826,                 0.3486,                 1.2302,                0.95202,                 1.2807,             0.00050697,             0.00050697,             0.00050697
                    127,                 1.2051,                 0.7871,                 1.1951,                0.72412,                 0.5112,                0.55048,                0.34927,                 1.2326,                0.93551,                 1.2759,             0.00050303,             0.00050303,             0.00050303
